wbsendit__Activity__c,ACTIVITY_DATE,ACTIVITY_REPORT,BOUNCE_REASON,Name,wbsendit__Campaign_ID__c,CITY,COMPOUND_KEY,wbsendit__Contact__c,COUNTRY_CODE,COUNTRY_NAME,CREATED_BY,EMAIL_ADDRESS,IP_ADDRESS,LAST_MODIFIED_BY,LEAD,LOCATION,OWNER,REGION,URL_CLICKED
Clicked,2020-01-25T07:14:17.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100124&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 24,CM100124,Chicago,CM100124 user24@example.org 2025-04-17 14:05:19.397,A0024,US,United States,,user24@example.org,,,,,,New York,http://mfbhope24.givesmart.com/24
,2020-03-19T00:30:25.000Z,,,Campaign 88,CM100188,Los Angeles,CM100188 user88@example.org 2025-04-17 14:05:19.397,A0088,US,United States,,user88@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/88
Clicked,2020-02-24T20:31:17.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100120&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 200,CM100120,,CM100120 user200@example.org 2025-04-17 14:05:19.397,A0200,US,United States,,user200@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/200
,2020-02-17T04:30:26.000Z,,,Campaign 738,CM100173,Phoenix,CM100173 user738@example.org 2025-04-17 14:05:19.397,A0738,US,United States,,user738@example.org,,,,,,California,http://mfbhope24.givesmart.com/738
Unsubscribed,2020-03-07T20:44:04.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100148&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 488,CM100148,Chicago,CM100148 user488@example.org 2025-04-17 14:05:19.397,A0488,US,United States,,user488@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/488
Opened,2020-04-02T01:07:33.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100150&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 504,CM100150,Los Angeles,CM100150 user504@example.org 2025-04-17 14:05:19.397,A0504,US,United States,,user504@example.org,,,,,,California,http://mfbhope24.givesmart.com/504
,2020-01-25T10:51:19.000Z,,,Campaign 520,CM100152,,CM100152 user520@example.org 2025-04-17 14:05:19.397,A0520,US,United States,,user520@example.org,,,,,,California,http://mfbhope24.givesmart.com/520
,2020-03-13T06:21:14.000Z,,,Campaign 536,CM100153,Chicago,CM100153 user536@example.org 2025-04-17 14:05:19.397,A0536,US,United States,,user536@example.org,,,,,,California,http://mfbhope24.givesmart.com/536
Bounced,2020-02-03T02:53:32.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100155&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 552,CM100155,New York,CM100155 user552@example.org 2025-04-17 14:05:19.397,A0552,US,United States,,user552@example.org,,,,,,New York,http://mfbhope24.givesmart.com/552
,2020-01-18T20:11:49.000Z,,,Campaign 568,CM100156,Houston,CM100156 user568@example.org 2025-04-17 14:05:19.397,A0568,US,United States,,user568@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/568
,2020-04-19T04:57:51.000Z,,,Campaign 584,CM100158,Chicago,CM100158 user584@example.org 2025-04-17 14:05:19.397,A0584,US,United States,,user584@example.org,,,,,,,http://mfbhope24.givesmart.com/584
,2020-01-09T19:52:50.000Z,,,Campaign 600,CM100160,Houston,CM100160 user600@example.org 2025-04-17 14:05:19.397,A0600,US,United States,,user600@example.org,,,,,,,http://mfbhope24.givesmart.com/600
Opened,2020-01-19T22:41:24.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100161&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 616,CM100161,,CM100161 user616@example.org 2025-04-17 14:05:19.397,A0616,US,United States,,user616@example.org,,,,,,,http://mfbhope24.givesmart.com/616
Bounced,2020-03-28T01:31:35.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100163&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 632,CM100163,New York,CM100163 user632@example.org 2025-04-17 14:05:19.397,A0632,US,United States,,user632@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/632
Bounced,2020-04-11T00:30:18.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100164&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 648,CM100164,,CM100164 user648@example.org 2025-04-17 14:05:19.397,A0648,US,United States,,user648@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/648
Clicked,2020-04-03T00:06:24.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100166&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 664,CM100166,Los Angeles,CM100166 user664@example.org 2025-04-17 14:05:19.397,A0664,US,United States,,user664@example.org,,,,,,California,http://mfbhope24.givesmart.com/664
Clicked,2020-02-22T08:13:46.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100168&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 680,CM100168,,CM100168 user680@example.org 2025-04-17 14:05:19.397,A0680,US,United States,,user680@example.org,,,,,,,http://mfbhope24.givesmart.com/680
Opened,2020-02-13T20:48:35.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100169&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 696,CM100169,New York,CM100169 user696@example.org 2025-04-17 14:05:19.397,A0696,US,United States,,user696@example.org,,,,,,California,http://mfbhope24.givesmart.com/696
,2020-02-02T06:55:02.000Z,,,Campaign 712,CM100171,Phoenix,CM100171 user712@example.org 2025-04-17 14:05:19.397,A0712,US,United States,,user712@example.org,,,,,,California,http://mfbhope24.givesmart.com/712
Clicked,2020-02-18T14:44:14.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100172&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 728,CM100172,Houston,CM100172 user728@example.org 2025-04-17 14:05:19.397,A0728,US,United States,,user728@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/728
,2020-02-19T16:09:06.000Z,,,Campaign 744,CM100174,Phoenix,CM100174 user744@example.org 2025-04-17 14:05:19.397,A0744,US,United States,,user744@example.org,,,,,,,http://mfbhope24.givesmart.com/744
Clicked,2020-04-10T09:33:03.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100176&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 760,CM100176,Chicago,CM100176 user760@example.org 2025-04-17 14:05:19.397,A0760,US,United States,,user760@example.org,,,,,,,http://mfbhope24.givesmart.com/760
Clicked,2020-02-22T01:51:05.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100177&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 776,CM100177,New York,CM100177 user776@example.org 2025-04-17 14:05:19.397,A0776,US,United States,,user776@example.org,,,,,,,http://mfbhope24.givesmart.com/776
,2020-01-07T21:33:27.000Z,,,Campaign 792,CM100179,Chicago,CM100179 user792@example.org 2025-04-17 14:05:19.397,A0792,US,United States,,user792@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/792
Clicked,2020-02-04T18:52:09.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100181&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 818,CM100181,,CM100181 user818@example.org 2025-04-17 14:05:19.397,A0818,US,United States,,user818@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/818
Unsubscribed,2020-02-03T20:39:03.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100183&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 834,CM100183,New York,CM100183 user834@example.org 2025-04-17 14:05:19.397,A0834,US,United States,,user834@example.org,,,,,,California,http://mfbhope24.givesmart.com/834
Opened,2020-04-05T00:29:59.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100185&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 850,CM100185,,CM100185 user850@example.org 2025-04-17 14:05:19.397,A0850,US,United States,,user850@example.org,,,,,,,http://mfbhope24.givesmart.com/850
Opened,2020-03-12T15:09:51.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100186&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 866,CM100186,Phoenix,CM100186 user866@example.org 2025-04-17 14:05:19.397,A0866,US,United States,,user866@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/866
Bounced,2020-04-18T00:35:28.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100188&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 882,CM100188,,CM100188 user882@example.org 2025-04-17 14:05:19.397,A0882,US,United States,,user882@example.org,,,,,,New York,http://mfbhope24.givesmart.com/882
Bounced,2020-04-04T00:12:02.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100189&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 898,CM100189,New York,CM100189 user898@example.org 2025-04-17 14:05:19.397,A0898,US,United States,,user898@example.org,,,,,,New York,http://mfbhope24.givesmart.com/898
,2020-03-18T21:32:54.000Z,,,Campaign 914,CM100191,Houston,CM100191 user914@example.org 2025-04-17 14:05:19.397,A0914,US,United States,,user914@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/914
Opened,2020-04-07T10:34:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100193&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 930,CM100193,,CM100193 user930@example.org 2025-04-17 14:05:19.397,A0930,US,United States,,user930@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/930
Unsubscribed,2020-04-06T19:39:04.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100194&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 946,CM100194,Houston,CM100194 user946@example.org 2025-04-17 14:05:19.397,A0946,US,United States,,user946@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/946
Bounced,2020-02-10T17:33:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100196&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 962,CM100196,Phoenix,CM100196 user962@example.org 2025-04-17 14:05:19.397,A0962,US,United States,,user962@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/962
Bounced,2020-02-25T19:59:08.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100197&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 978,CM100197,,CM100197 user978@example.org 2025-04-17 14:05:19.397,A0978,US,United States,,user978@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/978
Unsubscribed,2020-01-31T07:56:19.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100199&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 994,CM100199,Houston,CM100199 user994@example.org 2025-04-17 14:05:19.397,A0994,US,United States,,user994@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/994
Clicked,2020-02-06T10:00:36.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100107&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 7,CM100107,New York,CM100107 user7@example.org 2025-04-17 14:05:19.397,A0007,US,United States,,user7@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/7
Unsubscribed,2020-02-02T20:17:48.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100123&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 23,CM100123,Los Angeles,CM100123 user23@example.org 2025-04-17 14:05:19.397,A0023,US,United States,,user23@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/23
Opened,2020-04-04T11:24:59.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100139&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 39,CM100139,Chicago,CM100139 user39@example.org 2025-04-17 14:05:19.397,A0039,US,United States,,user39@example.org,,,,,,New York,http://mfbhope24.givesmart.com/39
Bounced,2020-03-23T22:02:12.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100171&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 71,CM100171,,CM100171 user71@example.org 2025-04-17 14:05:19.397,A0071,US,United States,,user71@example.org,,,,,,California,http://mfbhope24.givesmart.com/71
Unsubscribed,2020-02-23T19:02:54.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100187&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 87,CM100187,,CM100187 user87@example.org 2025-04-17 14:05:19.397,A0087,US,United States,,user87@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/87
Opened,2020-02-11T15:25:11.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100110&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 103,CM100110,Houston,CM100110 user103@example.org 2025-04-17 14:05:19.397,A0103,US,United States,,user103@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/103
Unsubscribed,2020-04-08T00:16:39.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100111&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 119,CM100111,Chicago,CM100111 user119@example.org 2025-04-17 14:05:19.397,A0119,US,United States,,user119@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/119
Opened,2020-03-07T12:29:27.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100113&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 135,CM100113,Phoenix,CM100113 user135@example.org 2025-04-17 14:05:19.397,A0135,US,United States,,user135@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/135
,2020-04-05T05:45:20.000Z,,,Campaign 151,CM100115,New York,CM100115 user151@example.org 2025-04-17 14:05:19.397,A0151,US,United States,,user151@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/151
Opened,2020-01-28T23:58:17.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100118&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 183,CM100118,Chicago,CM100118 user183@example.org 2025-04-17 14:05:19.397,A0183,US,United States,,user183@example.org,,,,,,New York,http://mfbhope24.givesmart.com/183
Bounced,2020-03-19T22:09:48.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100119&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 199,CM100119,Houston,CM100119 user199@example.org 2025-04-17 14:05:19.397,A0199,US,United States,,user199@example.org,,,,,,New York,http://mfbhope24.givesmart.com/199
Opened,2020-03-07T19:15:59.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100123&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 231,CM100123,,CM100123 user231@example.org 2025-04-17 14:05:19.397,A0231,US,United States,,user231@example.org,,,,,,California,http://mfbhope24.givesmart.com/231
,2020-01-04T01:29:51.000Z,,,Campaign 247,CM100124,Houston,CM100124 user247@example.org 2025-04-17 14:05:19.397,A0247,US,United States,,user247@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/247
Unsubscribed,2020-03-14T15:41:55.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100126&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 263,CM100126,Houston,CM100126 user263@example.org 2025-04-17 14:05:19.397,A0263,US,United States,,user263@example.org,,,,,,New York,http://mfbhope24.givesmart.com/263
Opened,2020-04-22T07:30:11.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100127&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 279,CM100127,Houston,CM100127 user279@example.org 2025-04-17 14:05:19.397,A0279,US,United States,,user279@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/279
Unsubscribed,2020-03-16T03:58:18.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100129&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 295,CM100129,Los Angeles,CM100129 user295@example.org 2025-04-17 14:05:19.397,A0295,US,United States,,user295@example.org,,,,,,,http://mfbhope24.givesmart.com/295
Unsubscribed,2020-02-11T20:58:41.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100131&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 311,CM100131,Chicago,CM100131 user311@example.org 2025-04-17 14:05:19.397,A0311,US,United States,,user311@example.org,,,,,,New York,http://mfbhope24.givesmart.com/311
Clicked,2020-04-07T15:29:18.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100132&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 327,CM100132,Los Angeles,CM100132 user327@example.org 2025-04-17 14:05:19.397,A0327,US,United States,,user327@example.org,,,,,,New York,http://mfbhope24.givesmart.com/327
Unsubscribed,2020-03-10T20:06:03.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100134&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 343,CM100134,Phoenix,CM100134 user343@example.org 2025-04-17 14:05:19.397,A0343,US,United States,,user343@example.org,,,,,,California,http://mfbhope24.givesmart.com/343
Clicked,2020-02-08T05:49:29.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100135&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 359,CM100135,Houston,CM100135 user359@example.org 2025-04-17 14:05:19.397,A0359,US,United States,,user359@example.org,,,,,,New York,http://mfbhope24.givesmart.com/359
Clicked,2020-03-30T03:40:29.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100137&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 375,CM100137,Phoenix,CM100137 user375@example.org 2025-04-17 14:05:19.397,A0375,US,United States,,user375@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/375
Bounced,2020-02-25T01:19:52.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100139&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 391,CM100139,Houston,CM100139 user391@example.org 2025-04-17 14:05:19.397,A0391,US,United States,,user391@example.org,,,,,,New York,http://mfbhope24.givesmart.com/391
Unsubscribed,2020-01-14T23:41:29.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100140&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 407,CM100140,,CM100140 user407@example.org 2025-04-17 14:05:19.397,A0407,US,United States,,user407@example.org,,,,,,New York,http://mfbhope24.givesmart.com/407
,2020-03-20T14:57:24.000Z,,,Campaign 423,CM100142,Houston,CM100142 user423@example.org 2025-04-17 14:05:19.397,A0423,US,United States,,user423@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/423
Opened,2020-01-30T02:14:53.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100143&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 439,CM100143,New York,CM100143 user439@example.org 2025-04-17 14:05:19.397,A0439,US,United States,,user439@example.org,,,,,,New York,http://mfbhope24.givesmart.com/439
Opened,2020-02-12T22:55:43.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100147&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 471,CM100147,,CM100147 user471@example.org 2025-04-17 14:05:19.397,A0471,US,United States,,user471@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/471
Unsubscribed,2020-04-25T04:33:23.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100148&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 487,CM100148,,CM100148 user487@example.org 2025-04-17 14:05:19.397,A0487,US,United States,,user487@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/487
Unsubscribed,2020-02-21T21:26:46.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100150&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 503,CM100150,,CM100150 user503@example.org 2025-04-17 14:05:19.397,A0503,US,United States,,user503@example.org,,,,,,California,http://mfbhope24.givesmart.com/503
,2020-04-20T18:53:56.000Z,,,Campaign 519,CM100151,New York,CM100151 user519@example.org 2025-04-17 14:05:19.397,A0519,US,United States,,user519@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/519
Unsubscribed,2020-04-18T05:05:16.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100153&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 535,CM100153,,CM100153 user535@example.org 2025-04-17 14:05:19.397,A0535,US,United States,,user535@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/535
Opened,2020-01-09T08:19:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100155&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 551,CM100155,Los Angeles,CM100155 user551@example.org 2025-04-17 14:05:19.397,A0551,US,United States,,user551@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/551
Clicked,2020-03-16T21:01:04.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100156&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 567,CM100156,,CM100156 user567@example.org 2025-04-17 14:05:19.397,A0567,US,United States,,user567@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/567
Opened,2020-03-20T21:07:35.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100158&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 583,CM100158,New York,CM100158 user583@example.org 2025-04-17 14:05:19.397,A0583,US,United States,,user583@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/583
,2020-01-04T05:39:33.000Z,,,Campaign 599,CM100159,New York,CM100159 user599@example.org 2025-04-17 14:05:19.397,A0599,US,United States,,user599@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/599
Unsubscribed,2020-02-14T21:18:32.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100161&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 615,CM100161,Chicago,CM100161 user615@example.org 2025-04-17 14:05:19.397,A0615,US,United States,,user615@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/615
Unsubscribed,2020-01-08T12:05:08.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100180&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 808,CM100180,,CM100180 user808@example.org 2025-04-17 14:05:19.397,A0808,US,United States,,user808@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/808
,2020-01-30T22:09:17.000Z,,,Campaign 824,CM100182,Los Angeles,CM100182 user824@example.org 2025-04-17 14:05:19.397,A0824,US,United States,,user824@example.org,,,,,,New York,http://mfbhope24.givesmart.com/824
Unsubscribed,2020-01-08T12:17:58.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100184&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 840,CM100184,Chicago,CM100184 user840@example.org 2025-04-17 14:05:19.397,A0840,US,United States,,user840@example.org,,,,,,New York,http://mfbhope24.givesmart.com/840
Bounced,2020-03-04T17:13:05.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100185&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 856,CM100185,New York,CM100185 user856@example.org 2025-04-17 14:05:19.397,A0856,US,United States,,user856@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/856
Opened,2020-01-22T08:38:31.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100188&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 888,CM100188,New York,CM100188 user888@example.org 2025-04-17 14:05:19.397,A0888,US,United States,,user888@example.org,,,,,,California,http://mfbhope24.givesmart.com/888
Unsubscribed,2020-04-19T22:09:43.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100190&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 904,CM100190,Phoenix,CM100190 user904@example.org 2025-04-17 14:05:19.397,A0904,US,United States,,user904@example.org,,,,,,,http://mfbhope24.givesmart.com/904
Unsubscribed,2020-03-26T20:28:56.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100192&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 920,CM100192,Los Angeles,CM100192 user920@example.org 2025-04-17 14:05:19.397,A0920,US,United States,,user920@example.org,,,,,,New York,http://mfbhope24.givesmart.com/920
Unsubscribed,2020-01-20T17:46:16.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100193&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 936,CM100193,,CM100193 user936@example.org 2025-04-17 14:05:19.397,A0936,US,United States,,user936@example.org,,,,,,New York,http://mfbhope24.givesmart.com/936
Clicked,2020-01-19T15:26:46.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100195&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 952,CM100195,Chicago,CM100195 user952@example.org 2025-04-17 14:05:19.397,A0952,US,United States,,user952@example.org,,,,,,New York,http://mfbhope24.givesmart.com/952
,2020-01-11T14:55:06.000Z,,,Campaign 968,CM100196,Los Angeles,CM100196 user968@example.org 2025-04-17 14:05:19.397,A0968,US,United States,,user968@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/968
Bounced,2020-03-16T09:40:46.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100198&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 984,CM100198,New York,CM100198 user984@example.org 2025-04-17 14:05:19.397,A0984,US,United States,,user984@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/984
Opened,2020-04-20T22:06:30.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100112&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 12,CM100112,Phoenix,CM100112 user12@example.org 2025-04-17 14:05:19.397,A0012,US,United States,,user12@example.org,,,,,,California,http://mfbhope24.givesmart.com/12
Unsubscribed,2020-01-05T11:08:22.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100128&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 28,CM100128,Los Angeles,CM100128 user28@example.org 2025-04-17 14:05:19.397,A0028,US,United States,,user28@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/28
Bounced,2020-03-15T21:14:11.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100144&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 44,CM100144,Houston,CM100144 user44@example.org 2025-04-17 14:05:19.397,A0044,US,United States,,user44@example.org,,,,,,,http://mfbhope24.givesmart.com/44
