PERC_OPENED,CAMPAIGN_ID,CAMPAIGN_NAME,CLIENT,CLIENT_NAME,CREATED_BY,FROM_EMAIL,FROM_NAME,JOB_ID,LAST_BOUNCED_COUNT,LAST_CLICK_COUNT,LAST_MODIFIED_BY,LAST_OPEN_COUNT,LAST_SYNCED,LAST_UNSUBSCRIBE_COUNT,NUM_BOUNCED,NUM_CLICKS,NUM_FORWARDS,NUM_LIKES,NUM_MENTIONS,NUM_OPENS,NUM_RECIPIENTS,NUM_SPAM_COMPLAINTS,NUM_UNIQUE_OPENS,NUM_UNSUBSCRIBED,OWNER,REPLY_TO,SALESFORCE_CAMPAIGN,SENT_DATE,SUBJECT,TAGS,TOTAL_RECIPIENTS,WEB_VERSION_TEXT_URL,WEB_VERSION_URL,WORLD_VIEW_EMAIL_TRACKING
17.6,CM100189,Campaign 892,Client_892,Client Name 892,user892@midwest.org,user892@midwestfood.org,Team 892,,2,772,user892@midwist.org,,,1,12,309,,18,5,1215,1291,0,713,7,,,,2020-03-08T23:18:32.000Z,Sample Subject 892,,55,http://createsend.com/texturl/892,http://createsend.com/url/892,https://midwestfoodbank.org/email_tracking/892
20.29,CM100190,Campaign 908,Client_908,Client Name 908,user908@midwest.org,user908@midwestfood.org,Team 908,,2,251,user908@midwist.org,,,6,7,169,,15,9,1011,1358,0,443,8,,,,2020-01-28T15:29:10.000Z,Sample Subject 908,,2,http://createsend.com/texturl/908,http://createsend.com/url/908,https://midwestfoodbank.org/email_tracking/908
43.29,CM100192,Campaign 924,Client_924,Client Name 924,user924@midwest.org,user924@midwestfood.org,Team 924,,3,417,user924@midwist.org,,,2,15,623,,4,3,1019,1370,4,524,1,,,,2020-04-19T18:50:24.000Z,Sample Subject 924,,35,http://createsend.com/texturl/924,http://createsend.com/url/924,https://midwestfoodbank.org/email_tracking/924
42.35,CM100194,Campaign 940,Client_940,Client Name 940,user940@midwest.org,user940@midwestfood.org,Team 940,,5,454,user940@midwist.org,,,3,10,694,,8,8,671,1198,1,854,2,,,,2020-03-18T21:33:08.000Z,Sample Subject 940,,1,http://createsend.com/texturl/940,http://createsend.com/url/940,https://midwestfoodbank.org/email_tracking/940
43.23,CM100195,Campaign 956,Client_956,Client Name 956,user956@midwest.org,user956@midwestfood.org,Team 956,,3,482,user956@midwist.org,,,7,1,307,,2,8,1097,1222,4,258,4,,,,2020-02-04T20:35:27.000Z,Sample Subject 956,,88,http://createsend.com/texturl/956,http://createsend.com/url/956,https://midwestfoodbank.org/email_tracking/956
11.65,CM100197,Campaign 972,Client_972,Client Name 972,user972@midwest.org,user972@midwestfood.org,Team 972,,2,61,user972@midwist.org,,,0,7,248,,2,8,1408,1044,4,807,1,,,,2020-02-03T14:07:44.000Z,Sample Subject 972,,11,http://createsend.com/texturl/972,http://createsend.com/url/972,https://midwestfoodbank.org/email_tracking/972
14.48,CM100198,Campaign 988,Client_988,Client Name 988,user988@midwest.org,user988@midwestfood.org,Team 988,,4,277,user988@midwist.org,,,1,4,522,,14,3,1310,1350,1,507,5,,,,2020-01-09T06:22:57.000Z,Sample Subject 988,,35,http://createsend.com/texturl/988,http://createsend.com/url/988,https://midwestfoodbank.org/email_tracking/988
33.77,CM100189,Campaign 891,Client_891,Client Name 891,user891@midwest.org,user891@midwestfood.org,Team 891,,4,233,user891@midwist.org,,,9,16,661,,8,5,723,1413,0,814,5,,,,2020-02-26T12:07:58.000Z,Sample Subject 891,,29,http://createsend.com/texturl/891,http://createsend.com/url/891,https://midwestfoodbank.org/email_tracking/891
27.99,CM100190,Campaign 907,Client_907,Client Name 907,user907@midwest.org,user907@midwestfood.org,Team 907,,2,629,user907@midwist.org,,,3,6,161,,1,6,1452,1490,0,574,6,,,,2020-01-23T20:15:16.000Z,Sample Subject 907,,7,http://createsend.com/texturl/907,http://createsend.com/url/907,https://midwestfoodbank.org/email_tracking/907
26.33,CM100192,Campaign 923,Client_923,Client Name 923,user923@midwest.org,user923@midwestfood.org,Team 923,,1,415,user923@midwist.org,,,8,19,217,,19,2,1363,1050,2,973,6,,,,2020-04-04T01:53:00.000Z,Sample Subject 923,,84,http://createsend.com/texturl/923,http://createsend.com/url/923,https://midwestfoodbank.org/email_tracking/923
10.73,CM100193,Campaign 939,Client_939,Client Name 939,user939@midwest.org,user939@midwestfood.org,Team 939,,1,194,user939@midwist.org,,,4,4,683,,3,4,902,1289,4,619,2,,,,2020-02-10T17:57:06.000Z,Sample Subject 939,,36,http://createsend.com/texturl/939,http://createsend.com/url/939,https://midwestfoodbank.org/email_tracking/939
35.92,CM100195,Campaign 955,Client_955,Client Name 955,user955@midwest.org,user955@midwestfood.org,Team 955,,3,718,user955@midwist.org,,,8,5,443,,2,9,831,1209,2,537,8,,,,2020-03-19T12:25:17.000Z,Sample Subject 955,,42,http://createsend.com/texturl/955,http://createsend.com/url/955,https://midwestfoodbank.org/email_tracking/955
21.62,CM100197,Campaign 971,Client_971,Client Name 971,user971@midwest.org,user971@midwestfood.org,Team 971,,2,641,user971@midwist.org,,,8,4,675,,10,6,1327,1229,2,824,3,,,,2020-02-24T14:37:07.000Z,Sample Subject 971,,23,http://createsend.com/texturl/971,http://createsend.com/url/971,https://midwestfoodbank.org/email_tracking/971
21.69,CM100198,Campaign 987,Client_987,Client Name 987,user987@midwest.org,user987@midwestfood.org,Team 987,,4,551,user987@midwist.org,,,8,12,294,,16,10,731,1356,2,244,6,,,,2020-03-28T23:01:43.000Z,Sample Subject 987,,66,http://createsend.com/texturl/987,http://createsend.com/url/987,https://midwestfoodbank.org/email_tracking/987
34.37,CM100188,Campaign 888,Client_888,Client Name 888,user888@midwest.org,user888@midwestfood.org,Team 888,,1,500,user888@midwist.org,,,7,9,169,,8,8,1052,1459,5,711,1,,,,2020-02-14T21:12:35.000Z,Sample Subject 888,,83,http://createsend.com/texturl/888,http://createsend.com/url/888,https://midwestfoodbank.org/email_tracking/888
17.53,CM100190,Campaign 904,Client_904,Client Name 904,user904@midwest.org,user904@midwestfood.org,Team 904,,1,431,user904@midwist.org,,,6,17,176,,15,6,1398,1124,0,607,7,,,,2020-03-21T01:06:45.000Z,Sample Subject 904,,26,http://createsend.com/texturl/904,http://createsend.com/url/904,https://midwestfoodbank.org/email_tracking/904
47.62,CM100192,Campaign 920,Client_920,Client Name 920,user920@midwest.org,user920@midwestfood.org,Team 920,,4,324,user920@midwist.org,,,4,4,363,,2,9,1189,1439,4,207,8,,,,2020-02-24T18:44:25.000Z,Sample Subject 920,,100,http://createsend.com/texturl/920,http://createsend.com/url/920,https://midwestfoodbank.org/email_tracking/920
15.55,CM100193,Campaign 936,Client_936,Client Name 936,user936@midwest.org,user936@midwestfood.org,Team 936,,4,547,user936@midwist.org,,,6,6,152,,6,5,1109,1317,4,210,6,,,,2020-03-31T23:25:51.000Z,Sample Subject 936,,56,http://createsend.com/texturl/936,http://createsend.com/url/936,https://midwestfoodbank.org/email_tracking/936
23.17,CM100195,Campaign 952,Client_952,Client Name 952,user952@midwest.org,user952@midwestfood.org,Team 952,,3,112,user952@midwist.org,,,10,12,544,,20,10,1163,1353,3,451,1,,,,2020-03-27T14:48:26.000Z,Sample Subject 952,,29,http://createsend.com/texturl/952,http://createsend.com/url/952,https://midwestfoodbank.org/email_tracking/952
48.01,CM100196,Campaign 968,Client_968,Client Name 968,user968@midwest.org,user968@midwestfood.org,Team 968,,3,268,user968@midwist.org,,,7,7,628,,16,2,788,1210,2,285,1,,,,2020-01-23T03:30:33.000Z,Sample Subject 968,,25,http://createsend.com/texturl/968,http://createsend.com/url/968,https://midwestfoodbank.org/email_tracking/968
15.62,CM100198,Campaign 984,Client_984,Client Name 984,user984@midwest.org,user984@midwestfood.org,Team 984,,5,317,user984@midwist.org,,,0,6,511,,7,4,1177,1307,0,862,1,,,,2020-03-28T13:04:21.000Z,Sample Subject 984,,14,http://createsend.com/texturl/984,http://createsend.com/url/984,https://midwestfoodbank.org/email_tracking/984
35.91,CM100115,Campaign 15,Client_15,Client Name 15,user15@midwest.org,user15@midwestfood.org,Team 15,,4,102,user15@midwist.org,,,4,16,551,,3,6,1292,1434,5,441,8,,,,2020-01-18T14:36:04.000Z,Sample Subject 15,,56,http://createsend.com/texturl/15,http://createsend.com/url/15,https://midwestfoodbank.org/email_tracking/15
45.74,CM100131,Campaign 31,Client_31,Client Name 31,user31@midwest.org,user31@midwestfood.org,Team 31,,1,210,user31@midwist.org,,,7,11,625,,11,7,871,1267,2,268,3,,,,2020-03-27T05:49:40.000Z,Sample Subject 31,,78,http://createsend.com/texturl/31,http://createsend.com/url/31,https://midwestfoodbank.org/email_tracking/31
25.11,CM100147,Campaign 47,Client_47,Client Name 47,user47@midwest.org,user47@midwestfood.org,Team 47,,3,669,user47@midwist.org,,,1,3,269,,12,7,1002,1270,0,519,5,,,,2020-04-12T17:33:45.000Z,Sample Subject 47,,99,http://createsend.com/texturl/47,http://createsend.com/url/47,https://midwestfoodbank.org/email_tracking/47
16.85,CM100163,Campaign 63,Client_63,Client Name 63,user63@midwest.org,user63@midwestfood.org,Team 63,,2,197,user63@midwist.org,,,3,19,371,,18,6,719,1260,0,961,3,,,,2020-04-17T06:28:11.000Z,Sample Subject 63,,71,http://createsend.com/texturl/63,http://createsend.com/url/63,https://midwestfoodbank.org/email_tracking/63
48.67,CM100179,Campaign 79,Client_79,Client Name 79,user79@midwest.org,user79@midwestfood.org,Team 79,,1,583,user79@midwist.org,,,4,18,535,,4,7,1482,1273,5,277,2,,,,2020-04-25T09:57:02.000Z,Sample Subject 79,,48,http://createsend.com/texturl/79,http://createsend.com/url/79,https://midwestfoodbank.org/email_tracking/79
14.87,CM100195,Campaign 95,Client_95,Client Name 95,user95@midwest.org,user95@midwestfood.org,Team 95,,5,698,user95@midwist.org,,,1,11,495,,7,4,715,1348,3,479,1,,,,2020-02-29T18:25:09.000Z,Sample Subject 95,,95,http://createsend.com/texturl/95,http://createsend.com/url/95,https://midwestfoodbank.org/email_tracking/95
10.83,CM100154,Campaign 545,Client_545,Client Name 545,user545@midwest.org,user545@midwestfood.org,Team 545,,3,481,user545@midwist.org,,,10,18,218,,2,10,789,1212,5,552,1,,,,2020-03-22T23:21:14.000Z,Sample Subject 545,,74,http://createsend.com/texturl/545,http://createsend.com/url/545,https://midwestfoodbank.org/email_tracking/545
25.36,CM100156,Campaign 561,Client_561,Client Name 561,user561@midwest.org,user561@midwestfood.org,Team 561,,4,133,user561@midwist.org,,,8,18,368,,14,6,1492,1393,4,499,2,,,,2020-01-02T05:39:24.000Z,Sample Subject 561,,27,http://createsend.com/texturl/561,http://createsend.com/url/561,https://midwestfoodbank.org/email_tracking/561
24.23,CM100157,Campaign 577,Client_577,Client Name 577,user577@midwest.org,user577@midwestfood.org,Team 577,,3,636,user577@midwist.org,,,0,16,491,,17,8,804,1365,0,835,4,,,,2020-01-24T11:20:45.000Z,Sample Subject 577,,52,http://createsend.com/texturl/577,http://createsend.com/url/577,https://midwestfoodbank.org/email_tracking/577
29.48,CM100159,Campaign 593,Client_593,Client Name 593,user593@midwest.org,user593@midwestfood.org,Team 593,,5,603,user593@midwist.org,,,7,14,303,,9,8,693,1134,1,319,8,,,,2020-01-26T04:31:45.000Z,Sample Subject 593,,58,http://createsend.com/texturl/593,http://createsend.com/url/593,https://midwestfoodbank.org/email_tracking/593
34.24,CM100160,Campaign 609,Client_609,Client Name 609,user609@midwest.org,user609@midwestfood.org,Team 609,,1,700,user609@midwist.org,,,0,4,114,,3,1,1246,1402,2,375,9,,,,2020-01-18T19:36:18.000Z,Sample Subject 609,,12,http://createsend.com/texturl/609,http://createsend.com/url/609,https://midwestfoodbank.org/email_tracking/609
38.26,CM100162,Campaign 625,Client_625,Client Name 625,user625@midwest.org,user625@midwestfood.org,Team 625,,5,779,user625@midwist.org,,,4,7,683,,19,1,1206,1052,3,217,4,,,,2020-03-21T01:09:11.000Z,Sample Subject 625,,45,http://createsend.com/texturl/625,http://createsend.com/url/625,https://midwestfoodbank.org/email_tracking/625
20.16,CM100164,Campaign 641,Client_641,Client Name 641,user641@midwest.org,user641@midwestfood.org,Team 641,,2,390,user641@midwist.org,,,4,5,689,,8,3,607,1374,5,749,3,,,,2020-01-28T08:32:46.000Z,Sample Subject 641,,40,http://createsend.com/texturl/641,http://createsend.com/url/641,https://midwestfoodbank.org/email_tracking/641
13.95,CM100165,Campaign 657,Client_657,Client Name 657,user657@midwest.org,user657@midwestfood.org,Team 657,,4,163,user657@midwist.org,,,7,8,443,,3,5,655,1385,5,925,1,,,,2020-03-24T23:48:10.000Z,Sample Subject 657,,69,http://createsend.com/texturl/657,http://createsend.com/url/657,https://midwestfoodbank.org/email_tracking/657
27.77,CM100167,Campaign 673,Client_673,Client Name 673,user673@midwest.org,user673@midwestfood.org,Team 673,,3,637,user673@midwist.org,,,2,4,158,,11,2,1004,1438,3,619,0,,,,2020-02-26T21:20:37.000Z,Sample Subject 673,,77,http://createsend.com/texturl/673,http://createsend.com/url/673,https://midwestfoodbank.org/email_tracking/673
33.92,CM100168,Campaign 689,Client_689,Client Name 689,user689@midwest.org,user689@midwestfood.org,Team 689,,5,656,user689@midwist.org,,,4,4,384,,4,5,972,1048,4,328,4,,,,2020-01-02T07:16:43.000Z,Sample Subject 689,,76,http://createsend.com/texturl/689,http://createsend.com/url/689,https://midwestfoodbank.org/email_tracking/689
28.92,CM100170,Campaign 705,Client_705,Client Name 705,user705@midwest.org,user705@midwestfood.org,Team 705,,1,503,user705@midwist.org,,,3,20,267,,15,4,807,1025,4,648,9,,,,2020-01-06T22:43:28.000Z,Sample Subject 705,,59,http://createsend.com/texturl/705,http://createsend.com/url/705,https://midwestfoodbank.org/email_tracking/705
49.08,CM100172,Campaign 721,Client_721,Client Name 721,user721@midwest.org,user721@midwestfood.org,Team 721,,3,673,user721@midwist.org,,,0,15,603,,10,6,1445,1102,4,871,6,,,,2020-02-03T05:27:44.000Z,Sample Subject 721,,26,http://createsend.com/texturl/721,http://createsend.com/url/721,https://midwestfoodbank.org/email_tracking/721
45.46,CM100175,Campaign 753,Client_753,Client Name 753,user753@midwest.org,user753@midwestfood.org,Team 753,,5,692,user753@midwist.org,,,7,14,616,,6,10,851,1281,4,201,9,,,,2020-02-19T20:33:11.000Z,Sample Subject 753,,34,http://createsend.com/texturl/753,http://createsend.com/url/753,https://midwestfoodbank.org/email_tracking/753
21.78,CM100176,Campaign 769,Client_769,Client Name 769,user769@midwest.org,user769@midwestfood.org,Team 769,,3,90,user769@midwist.org,,,1,17,334,,14,7,854,1102,1,222,2,,,,2020-04-03T07:03:39.000Z,Sample Subject 769,,46,http://createsend.com/texturl/769,http://createsend.com/url/769,https://midwestfoodbank.org/email_tracking/769
16.18,CM100178,Campaign 785,Client_785,Client Name 785,user785@midwest.org,user785@midwestfood.org,Team 785,,1,398,user785@midwist.org,,,7,19,406,,15,9,720,1048,3,283,2,,,,2020-04-01T13:30:34.000Z,Sample Subject 785,,73,http://createsend.com/texturl/785,http://createsend.com/url/785,https://midwestfoodbank.org/email_tracking/785
37.76,CM100180,Campaign 801,Client_801,Client Name 801,user801@midwest.org,user801@midwestfood.org,Team 801,,5,369,user801@midwist.org,,,7,6,651,,18,8,935,1335,4,365,0,,,,2020-03-03T01:00:36.000Z,Sample Subject 801,,69,http://createsend.com/texturl/801,http://createsend.com/url/801,https://midwestfoodbank.org/email_tracking/801
24.75,CM100198,Campaign 986,Client_986,Client Name 986,user986@midwest.org,user986@midwestfood.org,Team 986,,5,607,user986@midwist.org,,,4,1,585,,3,4,1491,1480,5,271,5,,,,2020-02-21T04:31:24.000Z,Sample Subject 986,,69,http://createsend.com/texturl/986,http://createsend.com/url/986,https://midwestfoodbank.org/email_tracking/986
21.48,CM100181,Campaign 817,Client_817,Client Name 817,user817@midwest.org,user817@midwestfood.org,Team 817,,2,558,user817@midwist.org,,,0,4,297,,10,4,1353,1331,4,752,2,,,,2020-02-20T14:05:14.000Z,Sample Subject 817,,65,http://createsend.com/texturl/817,http://createsend.com/url/817,https://midwestfoodbank.org/email_tracking/817
29.52,CM100184,Campaign 849,Client_849,Client Name 849,user849@midwest.org,user849@midwestfood.org,Team 849,,3,668,user849@midwist.org,,,3,3,336,,14,5,604,1494,1,681,1,,,,2020-03-22T08:31:23.000Z,Sample Subject 849,,67,http://createsend.com/texturl/849,http://createsend.com/url/849,https://midwestfoodbank.org/email_tracking/849
22.83,CM100186,Campaign 865,Client_865,Client Name 865,user865@midwest.org,user865@midwestfood.org,Team 865,,1,312,user865@midwist.org,,,8,17,146,,11,6,1330,1140,3,827,2,,,,2020-04-22T06:30:15.000Z,Sample Subject 865,,68,http://createsend.com/texturl/865,http://createsend.com/url/865,https://midwestfoodbank.org/email_tracking/865
16.65,CM100188,Campaign 881,Client_881,Client Name 881,user881@midwest.org,user881@midwestfood.org,Team 881,,4,563,user881@midwist.org,,,3,19,301,,12,2,869,1282,3,265,7,,,,2020-01-18T08:07:26.000Z,Sample Subject 881,,98,http://createsend.com/texturl/881,http://createsend.com/url/881,https://midwestfoodbank.org/email_tracking/881
25.71,CM100189,Campaign 897,Client_897,Client Name 897,user897@midwest.org,user897@midwestfood.org,Team 897,,5,203,user897@midwist.org,,,8,10,436,,19,2,804,1322,1,763,7,,,,2020-04-06T20:15:59.000Z,Sample Subject 897,,24,http://createsend.com/texturl/897,http://createsend.com/url/897,https://midwestfoodbank.org/email_tracking/897
21.81,CM100191,Campaign 913,Client_913,Client Name 913,user913@midwest.org,user913@midwestfood.org,Team 913,,1,405,user913@midwist.org,,,6,20,635,,1,4,1379,1280,2,948,0,,,,2020-04-25T03:59:53.000Z,Sample Subject 913,,38,http://createsend.com/texturl/913,http://createsend.com/url/913,https://midwestfoodbank.org/email_tracking/913
21.63,CM100192,Campaign 929,Client_929,Client Name 929,user929@midwest.org,user929@midwestfood.org,Team 929,,2,371,user929@midwist.org,,,8,3,185,,2,3,777,1318,0,737,8,,,,2020-03-27T03:02:48.000Z,Sample Subject 929,,99,http://createsend.com/texturl/929,http://createsend.com/url/929,https://midwestfoodbank.org/email_tracking/929
34.55,CM100194,Campaign 945,Client_945,Client Name 945,user945@midwest.org,user945@midwestfood.org,Team 945,,5,88,user945@midwist.org,,,7,14,396,,5,7,1461,1464,3,351,8,,,,2020-03-12T12:04:46.000Z,Sample Subject 945,,85,http://createsend.com/texturl/945,http://createsend.com/url/945,https://midwestfoodbank.org/email_tracking/945
32.32,CM100196,Campaign 961,Client_961,Client Name 961,user961@midwest.org,user961@midwestfood.org,Team 961,,5,663,user961@midwist.org,,,3,1,251,,1,8,647,1458,0,310,0,,,,2020-02-04T16:34:39.000Z,Sample Subject 961,,39,http://createsend.com/texturl/961,http://createsend.com/url/961,https://midwestfoodbank.org/email_tracking/961
29.02,CM100112,Campaign 127,Client_127,Client Name 127,user127@midwest.org,user127@midwestfood.org,Team 127,,3,149,user127@midwist.org,,,5,14,481,,17,5,1454,1429,0,454,2,,,,2020-03-14T04:21:24.000Z,Sample Subject 127,,54,http://createsend.com/texturl/127,http://createsend.com/url/127,https://midwestfoodbank.org/email_tracking/127
10.21,CM100114,Campaign 143,Client_143,Client Name 143,user143@midwest.org,user143@midwestfood.org,Team 143,,2,399,user143@midwist.org,,,5,13,662,,11,5,668,1027,3,245,5,,,,2020-04-04T11:01:31.000Z,Sample Subject 143,,7,http://createsend.com/texturl/143,http://createsend.com/url/143,https://midwestfoodbank.org/email_tracking/143
42.44,CM100115,Campaign 159,Client_159,Client Name 159,user159@midwest.org,user159@midwestfood.org,Team 159,,4,206,user159@midwist.org,,,2,9,467,,19,2,1462,1172,3,629,2,,,,2020-02-10T07:03:26.000Z,Sample Subject 159,,46,http://createsend.com/texturl/159,http://createsend.com/url/159,https://midwestfoodbank.org/email_tracking/159
11.4,CM100117,Campaign 175,Client_175,Client Name 175,user175@midwest.org,user175@midwestfood.org,Team 175,,2,473,user175@midwist.org,,,0,3,459,,5,8,1449,1016,3,741,5,,,,2020-02-07T21:31:09.000Z,Sample Subject 175,,90,http://createsend.com/texturl/175,http://createsend.com/url/175,https://midwestfoodbank.org/email_tracking/175
13.92,CM100119,Campaign 191,Client_191,Client Name 191,user191@midwest.org,user191@midwestfood.org,Team 191,,1,412,user191@midwist.org,,,6,19,552,,15,9,1068,1071,2,403,2,,,,2020-02-14T00:02:45.000Z,Sample Subject 191,,73,http://createsend.com/texturl/191,http://createsend.com/url/191,https://midwestfoodbank.org/email_tracking/191
48.46,CM100120,Campaign 207,Client_207,Client Name 207,user207@midwest.org,user207@midwestfood.org,Team 207,,3,498,user207@midwist.org,,,4,13,554,,14,6,1105,1481,5,675,9,,,,2020-03-29T02:43:14.000Z,Sample Subject 207,,30,http://createsend.com/texturl/207,http://createsend.com/url/207,https://midwestfoodbank.org/email_tracking/207
13.31,CM100123,Campaign 239,Client_239,Client Name 239,user239@midwest.org,user239@midwestfood.org,Team 239,,2,205,user239@midwist.org,,,4,17,387,,4,6,1082,1485,1,948,4,,,,2020-01-30T10:29:45.000Z,Sample Subject 239,,82,http://createsend.com/texturl/239,http://createsend.com/url/239,https://midwestfoodbank.org/email_tracking/239
31.71,CM100125,Campaign 255,Client_255,Client Name 255,user255@midwest.org,user255@midwestfood.org,Team 255,,3,800,user255@midwist.org,,,10,18,588,,15,6,959,1117,1,984,4,,,,2020-02-06T04:38:42.000Z,Sample Subject 255,,75,http://createsend.com/texturl/255,http://createsend.com/url/255,https://midwestfoodbank.org/email_tracking/255
34.01,CM100127,Campaign 271,Client_271,Client Name 271,user271@midwest.org,user271@midwestfood.org,Team 271,,1,359,user271@midwist.org,,,2,19,428,,19,8,1441,1065,2,341,2,,,,2020-02-05T01:55:19.000Z,Sample Subject 271,,88,http://createsend.com/texturl/271,http://createsend.com/url/271,https://midwestfoodbank.org/email_tracking/271
17.72,CM100128,Campaign 287,Client_287,Client Name 287,user287@midwest.org,user287@midwestfood.org,Team 287,,1,249,user287@midwist.org,,,9,7,684,,12,7,662,1156,5,420,1,,,,2020-04-07T20:28:58.000Z,Sample Subject 287,,12,http://createsend.com/texturl/287,http://createsend.com/url/287,https://midwestfoodbank.org/email_tracking/287
48.52,CM100130,Campaign 303,Client_303,Client Name 303,user303@midwest.org,user303@midwestfood.org,Team 303,,3,654,user303@midwist.org,,,3,4,287,,13,2,671,1290,1,579,6,,,,2020-02-22T01:40:56.000Z,Sample Subject 303,,83,http://createsend.com/texturl/303,http://createsend.com/url/303,https://midwestfoodbank.org/email_tracking/303
11.34,CM100133,Campaign 335,Client_335,Client Name 335,user335@midwest.org,user335@midwestfood.org,Team 335,,1,432,user335@midwist.org,,,4,1,525,,19,6,753,1197,2,834,4,,,,2020-02-27T22:09:02.000Z,Sample Subject 335,,18,http://createsend.com/texturl/335,http://createsend.com/url/335,https://midwestfoodbank.org/email_tracking/335
10.79,CM100135,Campaign 351,Client_351,Client Name 351,user351@midwest.org,user351@midwestfood.org,Team 351,,3,647,user351@midwist.org,,,9,19,584,,13,8,860,1491,2,510,4,,,,2020-04-06T10:06:56.000Z,Sample Subject 351,,55,http://createsend.com/texturl/351,http://createsend.com/url/351,https://midwestfoodbank.org/email_tracking/351
45.26,CM100136,Campaign 367,Client_367,Client Name 367,user367@midwest.org,user367@midwestfood.org,Team 367,,4,238,user367@midwist.org,,,9,16,154,,10,6,1273,1455,2,307,5,,,,2020-01-02T20:19:12.000Z,Sample Subject 367,,72,http://createsend.com/texturl/367,http://createsend.com/url/367,https://midwestfoodbank.org/email_tracking/367
45.05,CM100139,Campaign 399,Client_399,Client Name 399,user399@midwest.org,user399@midwestfood.org,Team 399,,3,640,user399@midwist.org,,,5,16,538,,5,5,916,1491,3,231,5,,,,2020-01-12T19:55:16.000Z,Sample Subject 399,,68,http://createsend.com/texturl/399,http://createsend.com/url/399,https://midwestfoodbank.org/email_tracking/399
17.28,CM100141,Campaign 415,Client_415,Client Name 415,user415@midwest.org,user415@midwestfood.org,Team 415,,4,116,user415@midwist.org,,,8,15,546,,10,8,637,1126,2,236,3,,,,2020-01-09T08:30:20.000Z,Sample Subject 415,,44,http://createsend.com/texturl/415,http://createsend.com/url/415,https://midwestfoodbank.org/email_tracking/415
37.68,CM100143,Campaign 431,Client_431,Client Name 431,user431@midwest.org,user431@midwestfood.org,Team 431,,1,515,user431@midwist.org,,,2,3,321,,7,10,609,1256,0,458,7,,,,2020-02-19T23:28:57.000Z,Sample Subject 431,,24,http://createsend.com/texturl/431,http://createsend.com/url/431,https://midwestfoodbank.org/email_tracking/431
42.66,CM100144,Campaign 447,Client_447,Client Name 447,user447@midwest.org,user447@midwestfood.org,Team 447,,1,281,user447@midwist.org,,,3,3,534,,6,7,1415,1433,0,939,4,,,,2020-04-06T10:45:31.000Z,Sample Subject 447,,24,http://createsend.com/texturl/447,http://createsend.com/url/447,https://midwestfoodbank.org/email_tracking/447
21.08,CM100146,Campaign 463,Client_463,Client Name 463,user463@midwest.org,user463@midwestfood.org,Team 463,,5,304,user463@midwist.org,,,3,15,618,,3,6,952,1232,5,971,7,,,,2020-01-18T09:25:39.000Z,Sample Subject 463,,3,http://createsend.com/texturl/463,http://createsend.com/url/463,https://midwestfoodbank.org/email_tracking/463
36.41,CM100147,Campaign 479,Client_479,Client Name 479,user479@midwest.org,user479@midwestfood.org,Team 479,,4,671,user479@midwist.org,,,1,3,350,,3,7,986,1051,0,479,6,,,,2020-02-03T11:40:42.000Z,Sample Subject 479,,24,http://createsend.com/texturl/479,http://createsend.com/url/479,https://midwestfoodbank.org/email_tracking/479
30.41,CM100149,Campaign 495,Client_495,Client Name 495,user495@midwest.org,user495@midwestfood.org,Team 495,,5,121,user495@midwist.org,,,8,6,132,,19,10,1008,1416,3,993,0,,,,2020-02-28T22:51:04.000Z,Sample Subject 495,,64,http://createsend.com/texturl/495,http://createsend.com/url/495,https://midwestfoodbank.org/email_tracking/495
41.02,CM100151,Campaign 511,Client_511,Client Name 511,user511@midwest.org,user511@midwestfood.org,Team 511,,1,473,user511@midwist.org,,,0,8,312,,15,8,790,1157,1,959,1,,,,2020-02-01T02:21:00.000Z,Sample Subject 511,,83,http://createsend.com/texturl/511,http://createsend.com/url/511,https://midwestfoodbank.org/email_tracking/511
37.86,CM100152,Campaign 527,Client_527,Client Name 527,user527@midwest.org,user527@midwestfood.org,Team 527,,1,681,user527@midwist.org,,,0,4,675,,16,1,718,1419,2,694,4,,,,2020-02-28T06:39:52.000Z,Sample Subject 527,,84,http://createsend.com/texturl/527,http://createsend.com/url/527,https://midwestfoodbank.org/email_tracking/527
35.12,CM100199,Campaign 993,Client_993,Client Name 993,user993@midwest.org,user993@midwestfood.org,Team 993,,3,318,user993@midwist.org,,,7,19,558,,5,4,1405,1029,2,911,1,,,,2020-01-18T06:38:15.000Z,Sample Subject 993,,35,http://createsend.com/texturl/993,http://createsend.com/url/993,https://midwestfoodbank.org/email_tracking/993
30.84,CM100106,Campaign 6,Client_6,Client Name 6,user6@midwest.org,user6@midwestfood.org,Team 6,,2,159,user6@midwist.org,,,7,15,267,,9,2,650,1115,3,690,8,,,,2020-01-26T08:47:18.000Z,Sample Subject 6,,92,http://createsend.com/texturl/6,http://createsend.com/url/6,https://midwestfoodbank.org/email_tracking/6
11.42,CM100122,Campaign 22,Client_22,Client Name 22,user22@midwest.org,user22@midwestfood.org,Team 22,,3,219,user22@midwist.org,,,0,16,188,,8,3,1043,1314,3,234,8,,,,2020-04-11T23:34:50.000Z,Sample Subject 22,,45,http://createsend.com/texturl/22,http://createsend.com/url/22,https://midwestfoodbank.org/email_tracking/22
