ID,ACCOUNT_NAME,ACTIVE_VOLUNTEER,ALTERNATE_EMAIL,BIRTHDATE,CONTACT_RECORD_TYPE,CORE_VOLUNTEER,CORE_VOLUNTEER_2,DATA_QUALITY_DESCRIPTION,DATA_QUALITY_SCORE,DECEASED,DIVISION,DO_NOT_CALL,DO_NOT_CONTACT,DO_NOT_SEND_MAIL,EMAIL,EMAIL_OPT_OUT,EXCL_HH_FORMAL_GREETING,EXCL_HH_INFORMAL_GREETING,EXCL_FROM_HH_NAME,FIRST_GIFT_DATE,FIRST_SOFT_CREDIT_AMOUNT,FIRST_SOFT_CREDIT_DATE,FIRST_VOLUNTEER_DATE,goldenapp__Gender__c,GOLDEN_VOLUNTEER_HOURS_YTD,GROUP_NAME,HOME_ADDRESS,HOME_PHONE,HOUSEHOLD_MAILING_ADDRESS,HOUSEHOLD_PHONE,INITIAL_DATE_WORKED,LARGEST_GIFT,LARGEST_SOFT_CREDIT_AMOUNT,LARGEST_SOFT_CREDIT_DATE,LAST_GIFT_AMOUNT,npo02__LastCloseDate__c,LAST_HOUSEHOLD_GIFT_DATE,LAST_SOFT_CREDIT_AMOUNT,LAST_SOFT_CREDIT_DATE,LAST_VOLUNTEER_DATE,MOBILE_PHONE_TEXT,NAME,SALUTATION,FIRST_NAME,LAST_NAME,MIDDLE_NAME,SUFFIX,NO_EMAIL_REASON,NO_MAIL_REASON,NUMBER_OF_GIFTS_LAST_N_DAYS,NUMBER_OF_GIFTS_LAST_YEAR,NUMBER_OF_GIFTS_THIS_YEAR,NUMBER_OF_GIFTS_TWO_YEARS_AGO,NUMBER_OF_SOFT_CREDITS,NUMBER_OF_SOFT_CREDITS_LAST_N_DAYS,NUMBER_OF_SOFT_CREDITS_LAST_YEAR,NUMBER_OF_SOFT_CREDITS_THIS_YEAR,NUMBER_OF_SOFT_CREDITS_TWO_YEARS_AGO,ORGANIZATION_TYPE,PERSONAL_EMAIL,PHONE,PREFERRED_EMAIL,PREFERRED_PHONE,PRIMARY_ADDRESS_TYPE,PRIMARY_CONTACT,PRIMARY_PHONE,SEND_ME_MORE_ABOUT_MIDWEST_FOOD_BANK,SMALLEST_GIFT,SOFT_CREDIT_LAST_N_DAYS,SOFT_CREDIT_LAST_YEAR,SOFT_CREDIT_THIS_YEAR,SOFT_CREDIT_TOTAL,SOFT_CREDIT_TWO_YEARS_AGO,SUBSCRIPTION_ARIZONA,SUBSCRIPTION_BLOOMINGTON,SUBSCRIPTION_CENTRAL,SUBSCRIPTION_EAST_AFRICA,SUBSCRIPTION_ENEWS,SUBSCRIPTION_FLORIDA,SUBSCRIPTION_GEORGIA,SUBSCRIPTION_HAITI,SUBSCRIPTION_INDIANA,SUBSCRIPTION_MORTON,SUBSCRIPTION_NEW_ENGLAND,SUBSCRIPTION_PENNSYLVANIA,SUBSCRIPTION_PEORIA,SUBSCRIPTION_PRINT_NEWSLETTER,SUBSCRIPTION_TEXAS,npo02__TotalOppAmount__c,TOTAL_GIFTS_LAST_N_DAYS,TOTAL_GIFTS_LAST_YEAR,TOTAL_GIFTS_THIS_YEAR,TOTAL_GIFTS_TWO_YEARS_AGO,TOTAL_HOUSEHOLD_GIFTS,TOTAL_HOUSEHOLD_GIFTS_LAST_YEAR,TOTAL_HOUSEHOLD_GIFTS_THIS_YEAR,TOTAL_NUMBER_OF_GIFTS,UNIQUE_PERSON_ID,VOLUNTEER_HOURS,VOLUNTEER_HOURS_2,VOLUNTEER_HOURS_COMBINED,VOLUNTEER_HOURS_VALUE,VOLUNTEER_HOURS_YTD,VOLUNTEER_HOURS_YTD_2,VOLUNTEER_HOURS_YTD_COMBINED,VOLUNTEERID,WORK_ADDRESS,WORK_EMAIL,WORK_PHONE,WORK_PHONE_TEXT,ZIP_CODE
A0871,Account871,False,alt_user871@example.com,8/4/1988,Golden,False,COR,"Missing: Phone, Job Title, Salutation",46.1,True,ILP,False,True,True,user871@example.com,True,False,True,True,6/4/2012,855.6,12/7/2010,11/25/2021,Unspecified,3.09,Group_871,"5102 Oak St, Seattle, TX 24564, USA",373-612-2166,"5102 Oak St, Seattle, TX 24564, USA",373-612-2166,9/27/2011,778.84,1394.6,6/5/2023,205.58,5/19/2022,5/23/2020,1133.56,,12/31/2021,964-634-3650,Name_871,,FirstName_871,LastName_871,,,,,5,10,9,4,7,9,7,0,3,Household Account,Individual,778-294-9482,Personal,Work,Work,True,229-906-8402,False,20,,,,,,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,3104.96,933.25,1417.44,637.49,180.31,1671.06,635.13,249.36,10.05,user749110@yahoo.com%48205%6424%,7.07,164.11,312.49,585.68,9.85,82.58,2.1,LTC3MZKZMT,"9463 Maple St, Denver, IL 27067, USA",qgnfh9xfus@example.com,715-472-7451,614-511-4024,83035
A0919,Account919,True,alt_user919@example.com,10/23/2007,Golden,False,,"Missing: Phone, Email, Job Title, Salutation",52.9,True,ILM,True,True,True,user919@example.com,True,True,True,False,1/22/2012,335.83,12/21/2016,9/21/2020,Female,20.75,Group_919,"2918 Hill St, Denver, FL 97329, USA",554-783-9122,"2918 Hill St, Denver, FL 97329, USA",554-783-9122,11/12/2018,1893.48,1435.09,10/9/2019,1244.09,3/8/2020,2/12/2020,587.97,2/13/2024,3/14/2024,815-844-4630,Name_919,,FirstName_919,LastName_919,,,,Family Receives Mailing,10,0,8,5,8,1,4,9,0,Household Account,Individual,872-440-3675,Personal,Work,Work,True,593-622-1255,False,49,,,,,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,354.42,640.27,684.72,692.55,1866.58,235.09,208.68,1577.55,95.81,user479066@yahoo.com%55053%9902%,181.54,147.97,47.98,308.35,1.94,90.77,147.41,LTQZNJC4MD,"6077 Maple St, Austin, MA 23017, USA",sgfdfqodck@example.com,934-434-7271,634-216-3419,22492
A0951,Account951,False,alt_user951@example.com,6/20/1988,Golden,True,COR,"Missing: Job Title, Salutation",21.6,True,,True,True,True,user951@example.com,False,True,False,True,3/28/2017,1615.2,8/18/2022,12/24/2021,Male,49.7,Group_951,"6601 Pine St, Seattle, IL 82822, USA",150-956-5091,"6601 Pine St, Seattle, IL 82822, USA",150-956-5091,3/6/2012,0.0,82.22,12/16/2017,1424.07,2/19/2022,6/19/2021,1728.62,2/12/2018,9/1/2019,351-236-8279,Name_951,,FirstName_951,LastName_951,,,,Address Unknown,0,4,10,6,7,10,8,3,1,Household Account,Individual,791-365-9212,Personal,Personal,,True,167-425-6659,False,39,,,,,,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,3596.92,960.41,986.64,2567.32,2431.15,1545.49,1491.96,815.41,3.87,user504468@yahoo.com%14515%6548%,161.89,96.86,247.17,874.55,146.26,107.58,53.7,LTQ4OTK4MD,"2517 Maple St, , IL 90094, USA",2vjwdaorbe@example.com,914-180-7506,658-313-1432,42502
A0380,Account380,True,alt_user380@example.com,8/1/1989,Golden,True,COR,"Missing: Phone, Job Title, Salutation",19.6,True,ILB,True,False,True,user380@example.com,False,True,False,True,3/24/2017,1061.08,11/6/2016,9/7/2020,Male,12.13,Group_380,"8761 Cedar St, Austin, TX 84098, USA",816-936-1503,"8761 Cedar St, Austin, TX 84098, USA",816-936-1503,6/9/2015,122.48,1210.5,12/29/2018,1176.27,5/15/2020,7/9/2018,793.59,6/27/2017,3/10/2020,919-835-8930,Name_380,,FirstName_380,LastName_380,,,,,4,9,7,1,3,2,3,5,5,Household Account,Individual,400-141-7149,Personal,Home,Home,True,152-615-2128,False,51,,,,,,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,2332.53,267.45,767.39,1284.51,2452.13,1656.83,869.97,1161.33,90.41,user884491@yahoo.com%74580%9627%,73.88,121.52,319.25,488.62,89.03,11.14,90.64,MTUXMZUYNJ,"7555 Maple St, Phoenix, TX 62734, USA",egbt1byspv@example.com,455-719-1943,117-260-1843,71343
A0396,Account396,True,alt_user396@example.com,1/17/1972,Golden,True,ILB,"Missing: Phone, Email, Job Title, Salutation",34.9,True,INI,True,False,True,user396@example.com,False,True,False,True,6/28/2018,4.82,1/26/2013,11/22/2023,Female,,,"2590 Main St, Seattle, CO 50548, USA",329-372-4450,"2590 Main St, Seattle, CO 50548, USA",329-372-4450,12/11/2019,1361.47,1465.54,7/15/2018,697.5,3/30/2023,4/21/2024,515.72,1/17/2022,12/11/2021,871-529-4078,Name_396,,FirstName_396,LastName_396,,,,Family Receives Mailing,6,4,1,9,2,0,7,1,1,Household Account,Individual,631-306-4084,Personal,Work,,True,900-516-1259,False,20,,,,,,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,403.85,977.31,1816.07,2983.46,191.99,2393.54,830.41,1015.26,15.6,user801157@yahoo.com%74497%7266%,91.8,11.67,366.63,22.98,75.54,137.68,208.26,LTGXNJK0MJ,"5716 Hill St, Austin, AZ 47294, USA",zm8axhb8z9@example.com,634-945-8508,908-742-1501,49450
A0412,Account412,False,alt_user412@example.com,12/1/2004,Golden,True,ILB,"Missing: Job Title, Salutation",21.3,False,,True,False,True,user412@example.com,True,True,False,False,3/19/2012,744.11,5/20/2010,4/3/2025,Male,26.95,Group_412,"8838 Hill St, Seattle, WA 16652, USA",156-363-2916,"8838 Hill St, Seattle, WA 16652, USA",156-363-2916,6/1/2019,1234.44,818.95,9/12/2022,1617.35,5/2/2024,9/23/2023,609.27,,9/18/2021,708-638-3330,Name_412,,FirstName_412,LastName_412,,,,,8,10,5,10,6,10,0,3,9,Household Account,Individual,171-454-9261,Personal,Work,,True,811-212-5980,False,27,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3502.74,515.07,1479.5,212.75,1339.44,3735.0,749.37,1256.41,36.33,user715607@yahoo.com%17289%1846%,163.85,22.51,396.0,490.86,60.61,114.23,212.39,MZM3OTC4NJ,"7305 View St, Boston, TX 64292, USA",r8rfbqkt2s@example.com,363-347-8770,715-309-1842,70974
A0428,Account428,True,alt_user428@example.com,3/5/2002,Golden,True,ILM,All Contact Details Captured,23.8,True,FLF,False,True,True,user428@example.com,True,False,False,False,3/2/2024,597.98,4/28/2011,8/16/2021,Female,,Group_428,"6991 Lake St, Boston, WA 47519, USA",884-135-7577,"6991 Lake St, Boston, WA 47519, USA",884-135-7577,4/29/2019,46.18,455.6,1/22/2018,0.0,6/14/2023,9/19/2020,665.45,,,296-183-2059,Name_428,,FirstName_428,LastName_428,,,,,1,0,2,8,2,6,3,6,10,Household Account,Individual,736-112-4966,Personal,Personal,,True,678-148-7156,False,25,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,435.45,458.62,1498.4,1688.52,2278.96,1487.99,183.95,1415.11,33.91,user638632@yahoo.com%13793%3663%,196.81,29.67,160.39,705.98,90.49,21.95,146.82,LTGYNZG1ND,"3935 Oak St, Chicago, AZ 93334, USA",mwnavy24wh@example.com,626-226-5112,928-917-1146,28789
A0444,Account444,False,alt_user444@example.com,5/21/1984,Golden,False,,"Missing: Phone, Job Title, Salutation",20.9,False,COR,True,True,True,user444@example.com,True,True,True,True,8/25/2019,1658.29,1/8/2013,10/24/2022,Female,40.43,Group_444,"1486 View St, Orlando, TX 82804, USA",864-975-4277,"1486 View St, Orlando, TX 82804, USA",864-975-4277,9/1/2015,1970.59,1850.27,7/28/2018,0.0,6/5/2022,10/3/2021,1322.12,7/2/2018,3/7/2018,838-279-3129,Name_444,,FirstName_444,LastName_444,,,No Email Requested,,2,10,1,4,2,9,9,10,10,Household Account,Individual,382-770-5107,Personal,Home,Work,True,222-445-6470,False,15,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1763.0,755.19,525.13,2361.55,509.34,391.3,164.64,711.02,0.82,user447962@yahoo.com%44835%6730%,55.03,18.01,289.25,513.2,91.11,60.16,129.06,LTE5NZEXOT,"9182 Cedar St, Boston, WA 63358, USA",8jifrdt5ov@example.com,790-936-2258,763-358-5371,29372
A0460,Account460,False,alt_user460@example.com,11/11/1961,,True,ILM,,11.3,False,COR,True,True,True,user460@example.com,False,False,False,True,1/22/2025,1939.09,2/8/2023,4/4/2023,Unspecified,,Group_460,"239 Elm St, Chicago, CO 16758, USA",356-823-5702,"239 Elm St, Chicago, CO 16758, USA",356-823-5702,5/7/2017,1761.82,364.36,8/13/2020,1121.05,1/27/2022,9/22/2017,659.87,3/17/2019,11/2/2021,776-329-2428,Name_460,,FirstName_460,LastName_460,,,No Email Requested,,5,5,6,3,5,9,1,8,5,Household Account,Individual,195-178-2648,Personal,Work,,True,500-405-9517,False,10,,,,,,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,1730.91,399.29,846.13,2956.88,820.3,873.69,727.28,63.91,64.82,user402456@yahoo.com%88012%8747%,8.76,141.56,65.42,338.24,143.91,74.11,164.58,MZU0NTK5MJ,"9191 Main St, Seattle, TX 62099, USA",a7ngr9v7hr@example.com,985-947-2593,487-899-5615,16122
A0476,Account476,True,alt_user476@example.com,6/15/1975,Golden,True,,,23.6,True,ILM,False,False,False,user476@example.com,False,True,True,False,10/10/2015,1863.54,3/9/2021,7/6/2024,Male,14.48,Group_476,"7155 Lake St, , WA 80045, USA",976-503-8348,"7155 Lake St, , WA 80045, USA",976-503-8348,10/14/2020,83.53,650.27,1/14/2023,665.11,1/1/2023,10/7/2017,452.76,7/10/2017,2/5/2023,181-466-6120,Name_476,,FirstName_476,LastName_476,,,No Email Requested,Family Receives Mailing,8,2,3,6,10,9,6,4,8,Household Account,Individual,573-574-5331,Personal,Work,,True,865-737-8047,False,17,,,,,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4699.21,716.93,1383.36,2848.66,1925.73,3493.23,973.05,496.69,10.23,user660057@yahoo.com%57657%1636%,30.94,163.25,343.63,337.93,125.76,143.65,216.2,LTY1MTM5MT,"8460 Main St, Orlando, FL 50213, USA",aqptbiqwtk@example.com,600-654-1130,780-958-3429,57200
A0492,Account492,True,alt_user492@example.com,1/3/2011,Golden,True,,"Missing: Phone, Email, Job Title, Salutation",40.6,True,NFC,True,True,True,user492@example.com,True,False,True,True,1/4/2017,61.69,1/10/2022,1/26/2023,Male,49.96,,"3742 Maple St, Austin, WA 92990, USA",985-374-5462,"3742 Maple St, Austin, WA 92990, USA",985-374-5462,9/14/2019,636.1,1288.62,7/26/2021,1255.79,10/31/2020,10/28/2019,0.0,9/18/2019,6/1/2022,180-932-1321,Name_492,,FirstName_492,LastName_492,,,,Address Unknown,3,4,3,3,2,10,3,4,6,Household Account,Individual,784-224-3053,Personal,Work,Home,True,925-899-7880,False,48,,,,,,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,4713.83,147.86,1179.53,1352.92,247.71,2834.78,719.27,1855.09,70.18,user523738@yahoo.com%70551%5029%,190.51,147.77,224.83,4.13,114.62,127.11,156.05,LTGXOTKWMZ,"8821 Pine St, Orlando, WA 32318, USA",yxm7aa4pia@example.com,922-762-5586,384-753-4124,57399
A0524,Account524,True,alt_user524@example.com,5/18/2003,Golden,False,,All Contact Details Captured,40.5,True,ILM,True,False,False,user524@example.com,False,False,False,True,7/27/2012,645.28,7/19/2016,11/23/2022,Male,9.99,Group_524,"7038 Cedar St, , FL 16380, USA",844-717-7619,"7038 Cedar St, , FL 16380, USA",844-717-7619,12/28/2013,711.95,1450.57,6/22/2019,1424.01,12/8/2022,9/2/2020,1740.93,7/21/2021,7/12/2018,875-133-8767,Name_524,,FirstName_524,LastName_524,,,,,6,5,1,6,2,5,0,2,10,Household Account,Individual,506-111-1838,Personal,Personal,,True,361-242-7445,False,4,,,,,,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,4231.01,919.86,1841.18,985.57,1245.05,1873.85,28.46,985.57,58.97,user052142@yahoo.com%18159%2816%,22.77,79.45,370.59,426.67,122.59,56.06,37.34,LTG4NTA3NZ,"8250 Pine St, Orlando, MA 29104, USA",bmqz2ig84x@example.com,541-406-5644,703-614-2649,19573
A0540,Account540,True,alt_user540@example.com,3/12/1959,Golden,True,,All Contact Details Captured,48.4,True,ILM,False,True,True,user540@example.com,True,False,False,True,10/7/2024,361.26,4/8/2019,4/18/2020,Male,41.66,,"4155 Main St, Boston, MA 80793, USA",656-616-2930,"4155 Main St, Boston, MA 80793, USA",656-616-2930,5/24/2014,44.19,531.33,11/7/2019,1413.8,1/21/2023,3/22/2023,75.39,3/28/2018,5/23/2017,789-611-1428,Name_540,,FirstName_540,LastName_540,,,,Address Unknown,9,3,8,9,1,9,1,4,10,Household Account,Individual,443-879-9995,Personal,Personal,Home,True,214-303-6141,False,39,,,,,,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2247.4,437.52,2.21,1222.8,2348.12,2065.1,706.09,503.06,77.64,user779754@yahoo.com%97137%4008%,158.35,37.39,21.36,123.89,38.2,75.62,189.41,LTE3MZMZMZ,"5975 Pine St, Denver, MA 37169, USA",ivvla8mmdi@example.com,524-618-4420,416-570-4322,70458
A0572,Account572,False,alt_user572@example.com,12/14/1978,,True,COR,All Contact Details Captured,5.3,True,NFC,True,False,False,user572@example.com,False,False,True,False,6/21/2016,423.56,6/14/2024,9/1/2021,Male,49.48,Group_572,"3258 View St, Orlando, WA 47993, USA",918-870-6376,"3258 View St, Orlando, WA 47993, USA",918-870-6376,5/31/2019,339.92,1318.68,5/22/2019,1140.43,3/27/2023,4/17/2021,1043.4,12/4/2017,6/23/2018,894-733-1109,Name_572,,FirstName_572,LastName_572,,,,,0,8,0,9,10,5,1,8,0,Household Account,Individual,314-667-7924,Personal,Work,,True,203-415-3840,False,40,,,,,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1341.51,688.18,1163.62,632.64,2485.77,1702.78,186.58,1458.86,14.12,user662882@yahoo.com%14669%5067%,128.91,140.34,366.44,992.84,92.23,47.02,62.91,NDUWNZI3NZ,"5505 View St, Chicago, TX 12834, USA",o3ol7zgoy5@example.com,170-277-4437,441-445-9599,11399
A0604,Account604,False,alt_user604@example.com,12/19/2006,Golden,False,ILB,All Contact Details Captured,38.8,True,INI,True,True,False,user604@example.com,False,True,False,True,8/28/2011,743.26,7/10/2021,4/5/2021,Male,,,"311 Pine St, Seattle, TX 85051, USA",439-313-6747,"311 Pine St, Seattle, TX 85051, USA",439-313-6747,2/6/2015,307.89,0.0,11/15/2021,1039.87,11/19/2019,11/26/2023,0.0,10/6/2023,11/13/2021,621-468-8704,Name_604,,FirstName_604,LastName_604,,,,Family Receives Mailing,4,9,5,6,6,5,8,3,7,Household Account,Individual,930-892-8946,Personal,Home,,True,143-968-5611,False,50,,,,,,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,400.87,127.0,1984.17,1023.29,1278.74,3453.1,430.86,729.8,42.45,user389880@yahoo.com%87578%2287%,164.92,1.89,76.87,338.72,144.16,38.26,89.13,LTQWNZC4OD,"2245 Main St, Chicago, CO 21030, USA",a2zp36ugzq@example.com,194-269-9605,584-975-3981,97848
A0636,Account636,True,alt_user636@example.com,1/5/1986,Golden,True,COR,"Missing: Job Title, Salutation",9.0,False,,True,True,True,user636@example.com,True,False,True,False,1/10/2013,487.37,11/6/2024,4/11/2024,Unspecified,39.49,Group_636,"7649 Main St, Chicago, MA 84100, USA",176-431-1961,"7649 Main St, Chicago, MA 84100, USA",176-431-1961,10/19/2015,339.23,551.67,9/11/2019,0.0,5/30/2024,7/4/2022,342.38,,,651-516-6165,Name_636,,FirstName_636,LastName_636,,,,Address Unknown,5,7,3,9,2,9,5,1,2,Household Account,Individual,628-805-3007,Personal,Work,,True,502-116-6233,False,30,,,,,,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,2815.58,230.96,1487.28,118.84,2248.74,360.92,1056.09,1889.55,56.2,user654374@yahoo.com%32082%4193%,145.28,190.78,361.56,136.42,120.55,123.92,102.09,LTU3NJMYMT,"2321 Elm St, Denver, IL 81905, USA",if0yfpclc4@example.com,947-548-3551,404-387-4644,56994
A0652,Account652,False,alt_user652@example.com,8/26/1966,Golden,False,ILB,,28.3,False,NFC,True,False,True,user652@example.com,False,True,True,False,8/4/2013,217.61,12/25/2014,1/16/2024,Female,49.16,Group_652,"5917 Elm St, Phoenix, MA 77204, USA",735-500-9317,"5917 Elm St, Phoenix, MA 77204, USA",735-500-9317,4/21/2018,68.46,1631.08,9/21/2021,263.68,5/13/2021,8/13/2023,960.1,9/1/2023,6/4/2017,327-739-9618,Name_652,,FirstName_652,LastName_652,,,,,2,9,4,8,9,8,9,9,3,Household Account,Individual,302-287-5594,Personal,Work,,True,438-941-2608,False,42,,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4891.06,773.11,1509.01,1954.51,301.49,789.3,1168.59,10.5,99.7,user534300@yahoo.com%53442%7606%,108.38,100.17,388.37,539.32,7.93,116.07,212.8,LTU2ODA3MZ,"246 Pine St, Denver, CO 70967, USA",hr5nxjtedu@example.com,941-784-9974,739-299-9336,64297
A0668,Account668,True,alt_user668@example.com,8/10/1992,,False,ILM,,0.1,False,,True,True,True,user668@example.com,True,True,False,True,2/2/2020,1814.61,5/25/2023,2/11/2021,Unspecified,,Group_668,"7255 Oak St, Seattle, FL 80243, USA",738-932-6867,"7255 Oak St, Seattle, FL 80243, USA",738-932-6867,3/10/2022,1800.96,329.77,11/24/2018,0.0,4/9/2024,2/22/2019,1733.47,,8/19/2018,706-503-7405,Name_668,,FirstName_668,LastName_668,,,,,6,10,6,7,0,1,0,5,6,Household Account,Individual,655-800-7976,Personal,Work,,False,356-904-9208,False,22,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,765.51,959.31,793.93,1372.24,2619.2,2477.12,1312.41,177.88,48.87,user201038@yahoo.com%48542%6088%,198.35,81.62,104.76,632.56,43.31,37.8,177.46,NZU1MDI5MD,"1400 Lake St, Phoenix, MA 43330, USA",66ci7azgtt@example.com,361-845-7263,265-953-1453,23919
A0983,Account983,True,alt_user983@example.com,12/4/1968,,True,,"Missing: Phone, Email, Job Title, Salutation",0.9,True,ILB,True,True,True,user983@example.com,True,False,True,True,8/12/2022,16.96,12/12/2018,5/7/2024,Unspecified,,Group_983,"3462 View St, Chicago, WA 49683, USA",701-180-9862,"3462 View St, Chicago, WA 49683, USA",701-180-9862,12/9/2014,393.26,1474.75,9/7/2019,415.87,1/26/2020,6/8/2022,836.52,7/8/2018,1/18/2020,755-633-5219,Name_983,,FirstName_983,LastName_983,,,No Email Requested,Family Receives Mailing,6,6,5,4,5,10,1,10,7,Household Account,Individual,597-448-1492,Personal,Work,,True,642-401-9534,False,20,,,,,,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,2235.43,79.17,992.1,1648.16,651.15,3838.92,1409.9,214.68,28.07,user220130@yahoo.com%67145%4262%,148.84,181.57,117.19,715.46,42.57,97.45,259.39,LTG1NDIZMT,"8919 View St, , FL 22105, USA",o4l3pfolee@example.com,397-393-1016,657-222-2407,31848
A0999,Account999,True,alt_user999@example.com,6/3/2004,Golden,True,,All Contact Details Captured,31.0,False,,True,True,False,user999@example.com,True,True,True,True,3/20/2010,79.66,11/13/2011,10/13/2020,Unspecified,29.99,Group_999,"335 Elm St, Denver, MA 11771, USA",895-100-8343,"335 Elm St, Denver, MA 11771, USA",895-100-8343,7/8/2018,0.0,1781.74,11/9/2019,32.1,11/4/2021,2/8/2018,0.0,4/24/2023,6/12/2019,147-245-2127,Name_999,,FirstName_999,LastName_999,,,,Family Receives Mailing,5,0,9,4,3,4,5,9,1,Household Account,Individual,329-818-9596,Personal,Work,Home,True,579-663-7746,False,23,,,,,,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,522.09,451.33,32.42,1956.28,1359.64,1399.97,804.52,1086.01,96.97,user972373@yahoo.com%34955%1352%,117.15,148.08,229.29,754.04,105.33,122.11,29.61,LTM0NZU5MJ,"5218 View St, Phoenix, CO 67179, USA",wh19qmjeyx@example.com,468-840-1909,353-536-3198,12962
A0020,Account20,False,alt_user20@example.com,3/14/1993,Golden,True,,"Missing: Phone, Email, Job Title, Salutation",10.6,True,COR,True,False,False,user20@example.com,True,True,True,True,8/13/2017,760.67,3/1/2021,1/24/2025,Unspecified,40.67,Group_20,"3522 Hill St, Phoenix, MA 19451, USA",846-919-3161,"3522 Hill St, Phoenix, MA 19451, USA",846-919-3161,8/13/2021,319.43,1859.88,8/16/2021,907.74,12/5/2023,6/18/2020,927.77,5/29/2020,,418-881-4811,Name_20,,FirstName_20,LastName_20,,,,,3,8,2,6,0,3,7,6,6,Household Account,Individual,204-615-1063,Personal,Work,,True,812-968-5192,False,11,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4355.76,336.55,1607.9,725.98,413.48,3111.99,948.49,1731.1,73.95,user558312@yahoo.com%38808%3275%,114.12,109.05,310.39,71.66,103.73,142.9,101.86,LTM4ODC2NT,"3820 Maple St, Chicago, FL 43200, USA",m5wjw8a1xe@example.com,216-642-2006,557-131-6348,28558
A0052,Account52,True,alt_user52@example.com,3/24/1956,Golden,True,,All Contact Details Captured,37.5,True,FLF,True,False,True,user52@example.com,False,True,False,False,10/2/2022,1893.5,3/14/2010,8/16/2025,Unspecified,38.98,Group_52,"918 View St, Chicago, TX 38644, USA",417-398-6637,"918 View St, Chicago, TX 38644, USA",417-398-6637,12/6/2015,270.92,1276.13,12/1/2018,83.9,12/28/2021,12/4/2018,808.56,9/4/2019,9/8/2018,845-156-3409,Name_52,,FirstName_52,LastName_52,,,,,7,0,8,4,6,7,3,4,4,Household Account,Individual,424-717-3842,Personal,Work,,False,575-191-4168,False,37,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1708.94,544.25,1516.47,1939.39,606.93,3700.85,1329.59,517.95,53.02,user859930@yahoo.com%42833%5863%,169.86,86.13,188.51,465.7,3.87,29.42,27.84,LTU2NTQYNJ,"4695 Elm St, Austin, AZ 79805, USA",grtxpemhqj@example.com,618-169-4057,124-478-8630,19011
A0068,Account68,False,alt_user68@example.com,3/23/2009,Golden,True,,All Contact Details Captured,59.7,True,COR,True,True,True,user68@example.com,True,True,True,True,4/18/2019,592.55,4/27/2021,1/14/2022,Male,30.58,Group_68,"2582 Lake St, Boston, AZ 23310, USA",886-506-5616,"2582 Lake St, Boston, AZ 23310, USA",886-506-5616,9/2/2020,856.68,1802.48,8/28/2023,280.39,10/2/2022,2/2/2017,0.0,,4/30/2019,420-275-3745,Name_68,,FirstName_68,LastName_68,,,,,5,8,5,8,3,6,6,10,9,Household Account,Individual,989-566-2405,Personal,Home,Home,True,677-562-9153,False,13,,,,,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2981.14,308.66,472.16,594.73,2862.56,169.09,100.14,1478.78,76.52,user996829@yahoo.com%96195%3633%,4.69,57.24,332.74,804.57,116.02,130.82,14.51,LTI3MZG2MZ,"1297 View St, Austin, TX 31996, USA",7v3h68eq8w@example.com,399-479-4170,537-565-4685,92321
